Antecedent,Consequent,Support,Confidence,Lift,Antecedent_decoded,Consequent_decoded
"(np.int64(3), np.int64(43))","(np.int64(4),)",0.02015076053304617,0.5729047072330654,1.9834602805640988,"('American (New)', 'Coffee & Tea')","('American (Traditional)',)"
"(np.int64(122), np.int64(138))","(np.int64(4),)",0.024471665096244447,0.5725984251968503,1.9823998978410855,"('Mexican', 'Pizza')","('American (Traditional)',)"
"(np.int64(122), np.int64(154))","(np.int64(4),)",0.021039170817068246,0.5714808043875685,1.9785305693891542,"('Mexican', 'Seafood')","('American (Traditional)',)"
"(np.int64(67), np.int64(138))","(np.int64(3),)",0.012101224929331,0.4575063613231552,1.977664819195694,"('Fast Food', 'Pizza')","('American (New)',)"
"(np.int64(18), np.int64(43))","(np.int64(4),)",0.017458608157221698,0.570862676056338,1.9763905398557813,"('Breakfast & Brunch', 'Coffee & Tea')","('American (Traditional)',)"
"(np.int64(24), np.int64(122))","(np.int64(4),)",0.022519854623771707,0.5704057279236278,1.9748085342271557,"('Burgers', 'Mexican')","('American (Traditional)',)"
"(np.int64(18), np.int64(173))","(np.int64(4),)",0.011818548929869431,0.5697598961713174,1.9725725923463124,"('Breakfast & Brunch', 'Sushi Bars')","('American (Traditional)',)"
"(np.int64(122), np.int64(151))","(np.int64(4),)",0.022129492529277157,0.5684647302904564,1.9680885829657009,"('Mexican', 'Sandwiches')","('American (Traditional)',)"
"(np.int64(3), np.int64(173))","(np.int64(4),)",0.014308789877507068,0.5654255319148936,1.9575665376995737,"('American (New)', 'Sushi Bars')","('American (Traditional)',)"
"(np.int64(3), np.int64(104))","(np.int64(4),)",0.027984923946695384,0.563873067534581,1.952191732087987,"('American (New)', 'Italian')","('American (Traditional)',)"
"(np.int64(122), np.int64(173))","(np.int64(4),)",0.012935792165836586,0.5596971461852067,1.9377342245362574,"('Mexican', 'Sushi Bars')","('American (Traditional)',)"
"(np.int64(3), np.int64(154))","(np.int64(4),)",0.026436936330596312,0.5581131003125888,1.9322500802601463,"('American (New)', 'Seafood')","('American (Traditional)',)"
"(np.int64(3), np.int64(122))","(np.int64(4),)",0.03179431955848701,0.5568128241395568,1.9277483784755185,"('American (New)', 'Mexican')","('American (Traditional)',)"
"(np.int64(43), np.int64(122))","(np.int64(4),)",0.017283618252793106,0.5565669700910273,1.92689720421579,"('Coffee & Tea', 'Mexican')","('American (Traditional)',)"
"(np.int64(18), np.int64(154))","(np.int64(4),)",0.02020460358056266,0.5565443084909159,1.9268187472173615,"('Breakfast & Brunch', 'Seafood')","('American (Traditional)',)"
"(np.int64(24), np.int64(67))","(np.int64(3),)",0.01238390092879257,0.44124700239808157,1.9073804147651274,"('Burgers', 'Fast Food')","('American (New)',)"
"(np.int64(3), np.int64(18))","(np.int64(4),)",0.03007134203795935,0.5446123842028279,1.8855090885650148,"('American (New)', 'Breakfast & Brunch')","('American (Traditional)',)"
"(np.int64(4), np.int64(67))","(np.int64(3),)",0.017054785300848026,0.43599449415003433,1.8846753735835011,"('American (Traditional)', 'Fast Food')","('American (New)',)"
"(np.int64(67), np.int64(122))","(np.int64(4),)",0.016637501682595236,0.5418676019289785,1.8760063448272821,"('Fast Food', 'Mexican')","('American (Traditional)',)"
"(np.int64(18), np.int64(122))","(np.int64(4),)",0.02476780185758514,0.541017347838871,1.8730626699109763,"('Breakfast & Brunch', 'Mexican')","('American (Traditional)',)"
"(np.int64(67), np.int64(122))","(np.int64(3),)",0.013030017498990442,0.4243752740026304,1.8344489180527996,"('Fast Food', 'Mexican')","('American (New)',)"
"(np.int64(77),)","(np.int64(3),)",0.014228025306232333,0.40984877859635516,1.7716551705995127,"('Gastropubs',)","('American (New)',)"
"(np.int64(182),)","(np.int64(4),)",0.01724323596715574,0.4683729433272395,1.621559602935065,"('Tex-Mex',)","('American (Traditional)',)"
"(np.int64(121),)","(np.int64(4),)",0.010983981693363844,0.44084278768233387,1.5262471198117524,"('Mediterranean',)","('American (Traditional)',)"
"(np.int64(12),)","(np.int64(4),)",0.0230582850989366,0.4378834355828221,1.5160015112987164,"('Barbeque',)","('American (Traditional)',)"
"(np.int64(77),)","(np.int64(4),)",0.015170278637770897,0.4369910818146568,1.5129120825804294,"('Gastropubs',)","('American (Traditional)',)"
"(np.int64(53),)","(np.int64(4),)",0.013904967021133396,0.4369712351945855,1.51284337135827,"('Delis',)","('American (Traditional)',)"
"(np.int64(39),)","(np.int64(4),)",0.027984923946695384,0.43285446595877575,1.4985906550506782,"('Chicken Wings',)","('American (Traditional)',)"
"(np.int64(19),)","(np.int64(4),)",0.015358729304078611,0.43252463987869594,1.4974487602100999,"('Breweries',)","('American (Traditional)',)"
"(np.int64(97),)","(np.int64(4),)",0.019895006057342846,0.4314068884997081,1.493578979711218,"('Ice Cream & Frozen Yogurt',)","('American (Traditional)',)"
"(np.int64(56),)","(np.int64(4),)",0.026436936330596312,0.4307962272428164,1.4914648020257635,"('Diners',)","('American (Traditional)',)"
"(np.int64(165),)","(np.int64(4),)",0.012653116166375017,0.42342342342342343,1.4659393292071083,"('Soup',)","('American (Traditional)',)"
"(np.int64(83),)","(np.int64(4),)",0.032292367748014535,0.4186005932647007,1.4492421508824038,"('Grocery',)","('American (Traditional)',)"
"(np.int64(10),)","(np.int64(4),)",0.020796877103244044,0.41768045417680455,1.4460565262743412,"('Bakeries',)","('American (Traditional)',)"
"(np.int64(47),)","(np.int64(4),)",0.01484722035267196,0.4163835409588524,1.4415664674169608,"('Convenience Stores',)","('American (Traditional)',)"
"(np.int64(54),)","(np.int64(4),)",0.0197469376766725,0.4113853056646102,1.424262016861958,"('Desserts',)","('American (Traditional)',)"
"(np.int64(149),)","(np.int64(4),)",0.03225198546237717,0.407205982324949,1.4097927312387204,"('Salad',)","('American (Traditional)',)"
"(np.int64(169),)","(np.int64(4),)",0.02009691748552968,0.4055963053518066,1.4042198492210696,"('Specialty Food',)","('American (Traditional)',)"
